Wavelength Dull_1_Diffuse Dull_1_Specular Dull_2_Diffuse Dull_2_Specular Bright_1_Diffuse Bright_1_Specular Bright_2_Diffuse Bright_2_Specular
2308.0 68.87819672 34.30819698 73.01805115 30.17774965 36.07099152 62.76696014 35.14855576 66.33175274
2306.0 71.74333191 32.07744599 71.7062149 31.8692551 38.04276276 60.24028015 34.00254059 66.86286161
2304.0 70.00769043 34.43776707 72.60205078 30.34223942 34.74317932 63.35302735 34.90634155 66.16380315
2302.0 70.64780426 32.61581424 71.95108795 30.94221495 34.48011398 64.65522385 34.87540436 66.15015414
2300.0 71.11328888 30.87751012 72.6293869 31.8824844 33.79183578 67.98204422 34.55966187 66.75959013
2298.0 71.86287689 32.44769291 71.76924133 31.30725097 37.92355347 60.72688293 35.0467453 65.8527603
2296.0 71.8895874 32.2573853 72.30086517 30.71465303 35.64151382 66.04161458 34.5044632 66.2148132
2294.0 69.93365479 30.16594691 73.08446503 30.79652407 35.22858429 63.23779297 34.55392838 67.20038982
2292.0 67.98271179 31.85655976 73.32094574 29.55027006 33.65880203 63.89429856 35.42947388 65.93211362
2290.0 70.04457855 27.78651428 71.06983948 32.70555112 34.87137985 62.18431473 34.56922913 67.02556607
2288.0 70.6579361 34.209343 72.86857605 30.32076265 34.72637558 64.65005875 35.91758728 66.66844182
2286.0 70.52734375 31.97685245 72.87506104 30.93828586 33.77384186 63.89851379 34.28852844 67.44038396
2284.0 69.88709259 34.13381191 72.52250671 30.82090759 34.96901703 64.4533081 35.03187943 65.98995587
2282.0 71.49073029 31.55897521 72.01838684 32.15910336 37.33401489 61.60998535 35.4569931 65.8608093
2280.0 68.72773743 33.78798677 72.01147461 31.17485049 32.86220551 63.97129821 34.86358643 65.98384857
2278.0 70.21257019 33.85953521 72.57435608 31.13217922 39.09387589 62.92070391 34.28845596 67.28585434
2276.0 70.335289 31.123764 73.9365921 29.3980942 36.72086716 61.86753463 36.13296509 65.79660031
2274.0 66.73928833 34.29112247 72.16107178 30.68719482 31.21129608 66.33489227 34.40664291 65.80356979
2272.0 69.84621429 34.99637601 72.55784607 30.21256253 39.06415939 62.20935441 34.39751434 66.88498686
2270.0 71.09243011 32.40451809 72.61034393 30.79595187 35.97962952 61.83601379 36.05534744 65.23073956
2268.0 69.6410675 32.5176086 72.68469238 30.52915192 31.5503273 68.23231888 34.29929733 66.84835437
2266.0 69.77254486 31.68933104 72.09748077 29.82186123 36.0434494 60.91544342 35.10673523 65.49658207
2264.0 71.10636139 31.53080751 71.57937622 30.58190158 35.46137238 64.53738403 34.19839859 65.82114791
2262.0 70.8276825 32.0882568 71.4163208 31.0878754 34.6363945 65.7080269 34.5503273 65.7736931
2260.0 70.89379883 29.34101107 72.05618286 31.25035854 35.5207901 61.82000732 35.01482773 65.87987137
2258.0 68.11978149 32.96613311 73.42448425 30.16963195 33.34212494 66.88069156 35.42644501 66.36913299
2256.0 68.96877289 33.93485261 72.0478363 30.067833 37.36908722 65.01846318 34.75113678 65.85556792
2254.0 69.40583801 31.19895939 72.61518097 31.66088103 33.88003159 63.72494125 35.54703522 66.42552188
2252.0 69.11277771 31.52655029 73.04161072 29.74490358 32.2399826 66.60713959 35.11595154 66.40837856
2250.0 70.64259338 31.08652492 71.52324677 31.98590853 33.673069 66.30125046 33.8379364 67.6086197
2248.0 67.2848587 31.84734345 72.34463501 30.15028379 35.36070633 61.72043991 34.46587753 66.61963277
2246.0 68.837883 31.8100815 71.08248138 30.06493382 36.24821472 63.07601166 35.35086441 64.1855278
2244.0 69.62333679 33.74413301 72.29127502 30.29631808 35.05515289 63.94589997 35.05337143 65.36336137
2242.0 70.97594452 30.99599458 71.8052063 29.5862198 37.83114624 59.44441223 34.48916245 65.16739273
2240.0 67.53268433 32.19277191 71.36365509 31.28713231 33.04975128 65.45393372 33.82958984 67.32139586
2238.0 71.68153381 32.50246429 72.30836487 30.24018863 37.12760925 63.94109345 35.24684525 65.24518965
2236.0 68.19200897 31.97132113 72.22813416 30.89595794 31.99946594 65.87532807 35.67491913 65.15663907
2234.0 70.16135406 32.84741974 73.28174591 30.12416079 34.82513046 65.77776714 36.03696823 66.14889907
2232.0 70.89263916 32.73464964 72.05417633 29.57452397 34.84290695 64.07954025 35.63988113 64.40449907
2230.0 72.02172089 30.82031251 73.30381775 29.74935915 34.90927124 66.12125396 36.11022186 65.23719784
2228.0 68.97362518 33.06983952 71.19381714 30.17384336 34.07475662 66.90616988 34.97167206 64.92768097
2226.0 69.0161438 32.417923 72.33769226 30.76353454 35.01507187 64.50194931 35.56282043 65.26094057
2224.0 72.14050293 31.32562257 71.97403717 30.05171963 35.77515411 64.65402219 34.83527374 65.28650666
2222.0 70.47935486 31.96290584 72.64328003 29.73178867 32.83869171 65.21865845 36.11463165 64.89109035
2220.0 69.27489471 32.25196079 71.51081085 30.14351655 32.94782639 65.89035415 34.51372528 65.34907532
2218.0 72.41966248 28.42681882 72.42583466 30.30254364 33.16088867 66.02285767 35.71671295 65.02062985
2216.0 70.21672821 33.57556919 72.31347656 30.23693844 34.48506165 64.40663909 35.2586937 65.8314781
2214.0 68.59633636 33.10961154 72.54130554 30.13309476 35.734375 63.00958252 35.57961655 65.28660965
2212.0 66.47200012 33.85298918 71.97675323 30.41346737 34.39106369 63.32702255 35.05157852 65.02454758
2210.0 70.64517975 30.69951625 72.55588531 30.08480069 34.53090668 62.16153717 35.11768723 65.70558547
2208.0 68.49353027 32.54004673 72.84687042 28.79602818 33.16440201 63.48019028 35.3645668 64.8773232
2206.0 69.87405396 30.78690334 72.61830139 29.43415071 34.28779984 61.94563674 35.71822739 64.51722331
2204.0 68.98809052 32.72040558 72.74367523 29.85954287 35.27451324 62.59841156 36.00177383 64.56023787
2202.0 68.21344757 32.53926083 72.40505981 29.84446719 32.64514542 65.29475784 34.5749855 65.8471108
2200.0 70.51719666 30.71459194 72.45818329 30.07418061 35.89842606 63.4689598 35.45283508 65.26998142
2198.0 71.17460632 30.38922878 72.09133911 30.18603519 34.08779907 65.59752655 35.40306854 65.11130526
2196.0 70.19335175 31.94209285 73.04008484 29.42967986 34.90885925 62.66457367 35.68399429 65.28841021
2194.0 69.91155243 31.80949397 72.83680725 30.25402835 34.29445267 63.87994766 35.99581909 64.97858431
2192.0 71.04980469 29.72773741 72.2144165 30.147522 35.4955101 63.06864548 35.48696136 65.29595944
2190.0 71.90351105 30.73071285 72.67830658 29.78564452 35.07553482 65.25861738 35.04043961 65.60356519
2188.0 70.15895081 31.13413999 73.40622711 29.59678649 34.67455292 61.74710846 35.57067871 65.25211339
2186.0 72.37239838 30.49321742 73.57107544 29.26685336 35.46164322 63.34292221 35.46951294 64.82027436
2184.0 70.88376617 31.15745543 73.60823059 29.67105101 36.07277298 62.71430588 35.84300613 64.97902297
2182.0 70.93003845 31.11784365 74.0296936 29.8257828 33.64438248 65.20335769 36.10668182 65.58477018
2180.0 70.7062149 32.9587097 73.69275665 28.96398925 36.59613419 63.98810191 35.64894485 64.79391865
2178.0 71.72232056 30.70803834 73.46875 29.4057312 36.07964325 62.46348572 35.32383728 65.10826112
2176.0 70.9797287 31.1841736 73.54049683 29.60208897 36.81089401 60.85587693 35.91936111 65.44842149
2174.0 72.67282867 31.26898953 73.48230743 29.29817967 37.16253662 63.42875668 35.61667633 64.23851776
2172.0 71.32948303 32.63354497 73.69431305 29.81190495 35.79257584 63.13090896 36.1803093 65.1486015
2170.0 71.0120697 31.6267242 73.90045929 29.18403621 38.36390305 59.97812271 36.29262924 64.54471966
2168.0 70.79907227 32.16666413 74.30072021 29.03826139 36.28531265 62.38286209 35.87912369 64.92709731
2166.0 71.9696579 30.0622253 73.8901825 29.3791656 35.63365173 61.83694458 34.86132813 65.59363557
2164.0 72.18964386 32.56921384 74.3795166 29.4499664 37.5760498 63.1453476 35.53385925 65.86967465
2162.0 69.58322144 32.24823756 74.99469757 29.02228543 34.40042877 61.95409394 36.79728317 64.05201343
2160.0 71.30535889 31.59309391 74.25507355 29.25598905 35.72660065 62.69437408 35.94788742 64.89110948
2158.0 73.26548767 30.27342983 74.72327423 29.25699617 35.64369583 62.59714127 36.3597908 64.9196968
2156.0 71.70397949 33.81192781 74.71442413 28.93827057 37.22679901 61.34774017 36.81649399 63.94427871
2154.0 73.80230713 31.45013427 74.6052475 28.665596 37.87872314 62.35246276 36.46899796 64.96371074
2152.0 72.49040985 30.09924315 74.61647034 29.81027226 35.50211716 62.80582046 36.31997299 65.12395101
2150.0 71.3428421 31.6169128 75.38221741 28.18393709 36.07533646 62.18473434 36.33281708 64.79006192
2148.0 72.84738159 28.89311981 74.11339569 29.05548861 38.04833603 61.49797439 36.09366608 64.71201322
2146.0 72.22705078 29.68212132 75.23348236 28.74642944 35.2300415 61.68765259 36.11511993 65.14498137
2144.0 71.73817444 29.75673676 75.30349731 28.49433139 34.06373978 64.13885879 37.12760925 63.38742065
2142.0 73.38189697 30.36743923 75.20805359 28.80044551 35.37146759 63.08599091 36.37892151 64.08264159
2140.0 73.21481323 32.56307987 75.45818329 28.91129301 37.3081665 61.67473603 36.7404213 64.5803566
2138.0 73.18912506 28.57360844 75.48692322 28.91934968 36.06634903 62.65824509 37.37446976 63.90709304
2136.0 74.82557678 28.35460662 75.67630768 28.39707182 36.12033463 61.78393936 36.34230042 64.84150698
2134.0 72.51091003 29.55211637 75.73422241 28.65345769 37.77674866 60.83174896 36.66126633 64.76310347
2132.0 71.82722473 31.08236697 75.91956329 28.43228151 35.34509659 62.39574814 36.94308853 64.22803877
2130.0 72.91217041 30.28537749 75.29948425 29.10701755 36.49103165 62.03602218 36.87776184 64.58483886
2128.0 72.73910522 30.60432438 75.40717316 28.70301054 36.09730148 62.11040879 37.12350082 64.27692028
2126.0 73.31329346 28.83883664 75.04568481 28.70738979 36.78013229 62.36075974 37.24737549 62.76337431
2124.0 74.69384003 27.70507047 75.38484955 28.35440825 36.16221237 62.98709488 36.84178162 63.78221888
2122.0 72.42962646 29.94618984 75.71038055 28.45857235 35.74185562 61.97673416 36.77270508 64.27880092
2120.0 72.32600403 31.73582457 74.68691254 29.19519806 36.46042252 61.99605178 36.76635742 64.07228088
2118.0 72.50853729 31.05580901 75.21233368 28.65232082 36.85345459 60.9727478 36.88866806 64.10488514
2116.0 73.4670105 30.3456879 75.00428772 29.75971988 35.44796371 65.31505969 36.11061096 65.09976964
2114.0 72.50920868 32.89484402 75.1456604 28.633522 34.10191345 64.36037445 36.85885239 63.90455241
2112.0 73.84424591 30.34469609 75.28556824 28.61589046 39.00389099 61.00723271 36.67726517 64.59438703
2110.0 72.48486328 32.00112912 75.00106049 28.89230351 35.17055511 64.34479523 36.08058167 65.21376033
2108.0 71.92149353 32.05846407 75.559021 28.1941986 36.65132523 62.63217544 37.27486801 64.12696459
2106.0 72.60610199 30.28033451 75.59228516 27.97225954 35.22365189 63.81838607 36.50231934 64.13300326
2104.0 72.0779953 30.2838516 75.58525848 27.74784852 36.36982727 62.20788574 36.99774933 64.16262057
2102.0 73.22610474 30.36594386 74.86450958 28.67927552 35.96269608 62.72367477 36.63434601 64.29247279
2100.0 72.35269928 31.20537572 74.90568542 28.58444218 35.02654648 62.98906326 36.84277344 64.20217896
2098.0 72.610672 31.3879623 75.12371826 28.19919584 36.66343689 59.93767548 36.67576981 63.74980549
2096.0 72.10692596 30.78643034 75.08679962 27.99004368 36.18584824 62.68283462 36.56412506 64.25461574
2094.0 72.33171082 29.06641388 75.32365417 27.71463013 36.99327469 61.63528824 37.74543762 62.72541808
2092.0 73.628685 29.7117767 75.12954712 28.39494328 36.71817017 61.76608276 36.47390747 64.50171663
2090.0 73.37661743 30.33171077 74.87724304 27.89512636 36.85093689 63.20906071 37.12286758 63.21210102
2088.0 72.97275543 31.03846737 74.64813232 28.77759548 37.01623535 63.48078155 36.45026398 64.29778292
2086.0 71.5116272 28.6530838 74.85849762 28.13477328 35.62869263 60.74517059 36.66963577 63.81631853
2084.0 72.98976898 29.96230312 74.84910583 27.73088077 37.22912216 62.1753273 36.55638504 63.81158066
2082.0 74.4712677 28.3843765 74.9460144 28.4064484 36.56833267 63.45915603 36.88982391 64.37699129
2080.0 73.30421448 29.61597442 75.3633728 27.8504181 36.3862381 62.76750183 37.16785049 63.91018291
2078.0 73.65577698 30.00897982 74.48000336 28.65190124 36.69647598 62.27866745 37.0228157 63.6341209
2076.0 73.49139404 30.80927276 74.9258728 28.3412857 35.92606735 63.12744522 36.27209473 64.35208127
2074.0 72.2281189 29.8519974 74.85128021 28.22497559 35.5952034 62.85940933 36.57726669 64.18830491
2072.0 72.88999176 30.48259734 75.07644653 27.85853577 36.09379959 62.18031693 36.4122467 64.446991
2070.0 72.89239502 29.82847598 75.34461212 27.89813228 36.55707932 62.57710647 36.4617157 64.164505
2068.0 72.48597717 28.71771243 74.73329163 28.35320277 35.32862091 62.32980347 36.91359711 63.80698399
2066.0 73.75757599 28.33800511 75.10701752 28.04322818 36.5211525 62.81463241 36.73754501 63.90071489
2064.0 71.7542038 30.6431427 74.63051605 28.08861545 34.88863754 63.65890122 36.35567093 64.06954577
2062.0 72.8102417 29.9684906 74.79166412 28.43315888 35.50616074 63.80633163 36.94455338 63.58553692
2060.0 72.03886414 31.25007626 75.34358215 27.19774625 37.14130783 60.75916672 36.76560974 63.39752956
2058.0 73.34544373 29.25052647 75.24130249 27.89096831 36.24055862 62.52737046 36.70022202 64.09622578
2056.0 73.69551849 28.44448851 75.11551666 27.75835414 36.51764679 62.07193756 36.82392883 64.18495177
2054.0 72.52241516 29.72102354 75.46456909 27.48673251 36.45817566 61.84173584 37.06578827 63.72794343
2052.0 73.04404449 29.26530461 75.06157684 27.90294646 38.15830231 59.49360656 36.91978073 63.41434857
2050.0 73.55952454 29.24311826 74.67299652 27.80393218 35.59565735 63.78275299 36.49621582 63.66741948
2048.0 72.62983704 29.76842496 74.81415558 28.11647032 36.57308197 61.87721252 36.9024086 63.7762489
2046.0 72.94091034 29.90480806 74.85390472 27.91134648 36.72424698 62.63080978 36.82922363 63.37207027
2044.0 72.85824585 29.62643435 74.72390747 27.65339663 37.10147858 62.09169769 37.30400085 62.84186555
2042.0 73.25054169 28.37307741 75.3015976 27.1920013 35.88064194 63.38049698 36.76551056 63.74309544
2040.0 72.48184204 30.10060116 74.94705963 27.87660217 36.30807495 62.42668915 37.05603409 63.68785481
2038.0 72.23231506 29.18919374 74.82883453 27.94021607 35.72012711 61.79168319 36.99090958 63.58981702
2036.0 73.17921448 28.55877682 75.05786896 27.37526704 35.68735886 63.96805191 36.75764847 63.78454973
2034.0 72.33644867 30.22619633 75.01539612 27.63387298 37.13964462 61.27498246 36.84124756 63.55011754
2032.0 72.47582245 28.55895995 74.83293152 27.36054228 35.68762207 63.53247833 36.58101273 63.68568037
2030.0 72.31995392 29.52172088 74.74726105 27.57843785 36.72143555 60.96677398 36.72331619 63.79391101
2028.0 72.01997375 29.85266115 74.87178802 27.81453708 35.96701813 61.8432846 36.84065247 63.51888273
2026.0 73.40830994 28.53633876 74.72695923 27.43293767 36.05077744 61.54404068 37.24727631 62.7148056
2024.0 72.65789795 30.98866275 74.66236877 27.42955013 37.44905472 61.83090591 36.64862442 63.75469588
2022.0 73.44960785 28.36283875 74.7097702 27.6780243 36.35361481 62.74929046 37.08518219 63.19232181
2020.0 72.55201721 28.82971189 74.68652344 27.55283356 35.2193718 63.74454879 36.96700287 63.59583283
2018.0 72.79064941 28.56437679 75.08470917 27.14153293 36.58042908 60.46091461 36.87453461 63.47103879
2016.0 73.48148346 29.45530704 74.50196838 27.26964572 37.36664581 62.68480679 36.64167786 63.21463775
2014.0 73.82641602 28.92345428 74.61385345 27.03400425 36.6072998 62.48853302 37.17907715 62.73728943
2012.0 72.28134918 29.19068142 74.91862488 27.43442532 35.97930145 61.81952668 37.20987701 62.94239049
2010.0 72.27205658 28.66506192 74.69630432 27.34118648 36.03806305 61.8379364 36.81669235 63.54619215
2008.0 71.7638092 28.7667236 74.72666168 27.48834232 35.79917908 61.64494323 36.73470306 63.49258424
2006.0 73.01399994 28.31146236 74.77903748 27.14711002 35.95117569 62.72985458 37.16164398 63.24152372
2004.0 73.24498749 28.65765381 74.71536255 26.93282315 36.83529282 61.97748184 36.87637329 63.22581481
2002.0 72.84563446 28.61590574 75.00907898 26.82844542 37.03375626 61.85189437 36.82092667 63.52264783
2000.0 72.11316681 29.79386139 74.43753052 27.25792698 35.58808517 61.39199448 36.67484665 63.20029068
1998.0 72.26716614 29.48905946 74.67372131 26.82769779 36.52244949 63.25352097 37.12963486 62.7437706
1996.0 72.11444855 29.22740935 74.3607254 27.0015183 36.62963104 61.25658417 37.19124985 62.80863571
1994.0 72.20501709 28.56112671 74.98957825 26.76844025 36.06537628 61.42909241 37.21398163 63.24941257
1992.0 71.80003357 29.10833743 74.39990997 26.97563173 36.70285034 61.19169617 36.77687073 63.15807342
1990.0 71.57132721 29.36041259 74.75042725 26.74048615 36.57010269 61.56223679 36.98688889 63.54314041
1988.0 71.06924438 29.62967682 74.24098206 27.16799164 35.75801086 62.71985627 36.88021469 63.24641041
1986.0 72.56367493 28.22361757 74.64933777 26.89353943 36.56131744 60.5445633 37.28807449 62.91874311
1984.0 72.15751648 28.65187072 74.55549622 27.07622528 36.59130096 61.6593628 36.98629379 63.08440781
